"","X","userid","wave_id","agescreen","age","gender","education","adults","children","employment","income","footage","ssn_precip","ssn_tmp","drghtfreq","drghtsev","fldfreq","fldsev","avgtmp","tmpextrm","evntexp_wind","evntexp_drght","evntexp_rain","evntexp_cold","evntexp_snow","evntexp_ice","evntexp_flood","evntexp_torn","evntexp_fire","evntfreq_wind","evntfreq_rain","evntfreq_cold","evntfreq_snow","evntfreq_ice","evntfreq_torn","evntfreq_fire","evntfutfreq_wind","evntfutfreq_drght","evntfutfreq_rain","evntfutfreq_cold","evntfutfreq_snow","evntfutfreq_ice","evntfutfreq_flood","evntfutfreq_torn","evntfutfreq_fire","wtr_bill_totcost","wtr_bill_dk","wtr_use","wtr_short","mntain_lawn","wtr_qual","wtr_safe","wtr_comm","wtr_farm","wtr_steps_flush","wtr_steps_flow","wtr_steps_bath","wtr_steps_lawn","wtr_steps_car","wtr_steps_othr","wtr_steps_spec","enrgy_sourc_elec","enrgy_sourc_natgas","enrgy_sourc_prop","enrgy_sourc_wood","enrgy_sourc_othr","enrgy_sourc_othr_spec","elec_bill_totcost","elec_bill_dk","elec_use","elec_out","gas_bill_totcost","gas_bill_dk","gas_use","enrgy_steps_lghts","enrgy_steps_ac","enrgy_steps_heat","enrgy_steps_savappl","enrgy_steps_unplug","enrgy_steps_insul","enrgy_steps_savdoor","enrgy_steps_othr","enrgy_steps_othr_spec","party","party_spec","lean","ideol","cncrn_secur","cncrn_health","cncrn_enrgy","cncrn_trns","cncrn_tax","cncrn_edu","cncrn_econ","glbwrm_ok","time_outside","spent_outside","cmpr_time_outside","hlth_status","nghbrhd_deal","nghbrhd_close","nghbrhd_care","nghbrhd_not","nghbrhd_eyes","nghbrhd_help","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_othr","wthr_info_othr_spec","dot_answr","click_bluedot","begin_datetime","end_datetime","is_statewide","hispanic","race","race_spec","evntexp_heat","evntexp_ethqk","evntfreq_heat","evntfreq_ethqk","evntfutfreq_heat","evntfutfreq_ethqk","wtr_steps_leaks","wtr_steps_ldry","enrgy_sourc_geo","enrgy_steps_bulbs","wthr_info_phone","mntain_flwr","mntain_veg","glbcc","glbcc_cert","glbcc_risk","is_payne","is_okcity","evntexp_hail","evntfreq_hail","evntfutfreq_hail","wtr_freq","cncrn_natres","confirm_zip","is_kiamichi","is_washita","is_canadian","consent","home_lot","ethqk_risk","ethqk_cause","ethqk_risk_mgmt","ethqk_risk_rand","ethqk_risk_fed_mgmt","glbwrm_risk_rand","glbwrm_risk_mgmt","glbwrm_risk_fed_mgmt","know_fire","purp_fire","purp_fire_exp","useful_val_fire","use_fire_rural","nofire_notrain","nofire_notnear","nofire_othr","nofire_othr_spec","urban_fire","fire_implmnt","okelec_foss","okelec_nuc","okelec_renew","solar_prop","heard_netmeter","net_met_info","ok_net_met","vote","vote_2016","vote_cand","vote_cand_spec","vote_cand_spt","f.gender","f.party","f.party.2","r.ind","f.ind","r.rep","f.rep","r.dem","f.dem","f.edu","f.race","r.race","f.race.2","r.white","f.white","r.AfricanAmer","f.AfricanAmer","r.age","f.age","f.age.2","r.ideology","f.ideology","f.glbwrm_ok"
"1927",25356,"R4WAPH66720","Wave 12 (Fall 2016)",1,90,0,3,1,0,8,11000,1600,3,2,2,1,2,2,1,2,1,1,0,1,0,0,0,0,0,3,2,2,2,2,1,2,2,3,2,3,1,3,1,2,1,30,0,2,0,0,3,8,4,4,0,0,0,1,0,0,NA,1,0,0,0,0,NA,106,0,2,1,NA,NA,NA,1,1,0,0,1,0,0,0,NA,2,NA,NA,4,10,10,0,5,10,10,5,1,1,2,1,3,4,7,1,1,7,7,"Several times per week","About once a day","Never","About once a day","Never","Never","Several times per week","Never",NA,NA,NA,1,1481238553,1481240600,0,0,1,NA,0,0,2,2,2,2,0,0,0,0,"Never",0,0,0,7,8,0,0,0,1,2,NA,8,73024,0,1,0,"Yes, I agree to participate in this study",3,7,2,10,"managing",10,"managing",5,8,1,1,"Somebody starting a fire without telling someone.",1,0,0,1,0,NA,NA,NA,"75","0","25",0,0,1,4,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Vocational/Technical","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate","Yes"
"1928",25366,"R4WAPH66783","Wave 12 (Fall 2016)",1,60,0,7,2,0,8,150000,3000,1,3,2,2,1,2,2,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,150,0,1,0,1,4,10,2,2,0,0,0,1,0,0,NA,1,0,1,0,0,NA,180,0,2,0,NA,NA,NA,0,1,1,0,0,0,0,0,NA,2,NA,NA,5,6,7,7,8,7,6,8,2,3,3,3,5,6,7,1,1,7,7,NA,"About once a day","About once per week","Several times a day","Several times per week","Less than once per week","Less than once per week","Never","Never",NA,1,0,1481156718,1481157809,0,0,1,NA,0,0,2,2,2,2,0,0,0,1,"Never",1,0,1,5,6,0,0,0,2,2,4,9,73622,0,1,0,"Yes, I agree to participate in this study",3,5,3,4,"managing",3,"managing",5,5,1,1,"to clear an area of unneeded growth to allow new growth to begin growing",2,0,1,0,0,NA,NA,NA,"40","0","60",0,0,1,4,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(58.5,99.1]",2,"Moderate",NA
"1929",25376,"R4WAPH66787","Wave 12 (Fall 2016)",1,68,0,4,2,0,8,40000,1800,3,3,2,2,1,1,3,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,2,3,2,2,2,3,2,0,0,3,0,1,4,10,3,3,0,0,0,0,0,0,NA,1,0,1,0,0,NA,212.3,0,3,1,NA,NA,NA,0,1,1,0,0,0,0,0,NA,2,NA,NA,6,10,10,10,10,10,2,8,2,2,3,3,4,3,3,3,1,3,3,"About once a day","About once a day","Less than once per week","Several times a day","Less than once per week","Less than once per week","Several times per week","Never",NA,NA,NA,1,1480985604,1480986930,0,0,1,NA,0,0,3,2,3,1,1,0,0,1,"Less than once per week",1,1,1,5,6,0,0,0,1,2,6,5,73541,0,1,0,"Yes, I agree to participate in this study",3,9,3,7,"regulating",7,"regulating",5,5,1,2,NA,2,0,0,1,0,NA,NA,NA,"0","25","75",0,0,1,3,1,1,0,NA,5,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative",NA
"1930",25389,"R4WAPH66877","Wave 12 (Fall 2016)",1,50,0,6,1,2,4,46000,1900,1,3,1,1,3,3,2,2,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1,2,2,2,3,2,2,2,3,2,2,54,0,2,0,0,1,1,2,2,0,0,1,0,0,0,NA,1,1,0,0,0,NA,50,0,2,0,50,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,7,7,7,8,7,7,10,8,0,1,3,2,5,5,4,4,4,7,5,"Less than once per week","Less than once per week","Less than once per week","Several times per week","Less than once per week","Several times a day","Several times a day","Never",NA,NA,NA,1,1482095064,1482096411,0,0,1,NA,1,1,2,3,2,2,0,1,0,0,"Never",0,0,0,9,1,0,0,0,1,2,NA,5,73018,0,1,0,"Yes, I agree to participate in this study",3,10,2,9,"regulating",0,"regulating",0,0,1,1,"A controlled burn is where brush, scrub trees, and/or underbrush is burned to reduce the risk of fire in a certain area.  ",2,0,0,0,1,"I live in town.  I do not need to use this.",NA,NA,"60","0","40",0,1,2,2,1,1,0,NA,5,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","No"
"1931",25399,"R4WAPH66928","Wave 12 (Fall 2016)",1,45,0,7,2,2,4,100000,3500,2,3,2,2,3,3,3,3,0,1,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,50,0,2,0,1,4,9,2,2,0,0,0,0,0,0,NA,1,0,0,1,0,NA,120,0,2,0,NA,NA,NA,0,1,1,0,0,0,0,0,NA,2,NA,NA,5,9,10,9,7,7,10,9,1,2,2,1,4,4,2,4,4,2,2,"About once a day","Never","Never","Several times a day","Never","Less than once per week","Several times per week","Never",NA,NA,NA,1,1483472198,1483473826,0,0,1,NA,1,1,3,3,3,3,0,0,0,0,"Several times per week",1,0,1,9,8,0,0,0,2,3,2,9,73006,0,1,0,"Yes, I agree to participate in this study",3,8,2,10,"regulating",8,"managing",8,10,1,1,"A prescribed fire is burns the dead bush and keeps uncontrolled fires from spreading.",1,0,1,1,0,NA,NA,NA,"50","0","50",0,0,1,3,1,1,1,NA,2,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",2,"Moderate","Yes"
"1932",25419,"R4WAPH67031","Wave 12 (Fall 2016)",1,58,0,2,2,0,5,50000,1725,1,3,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,NA,1,2,0,0,2,4,2,2,0,0,0,1,0,0,NA,1,0,1,1,0,NA,180,0,2,0,NA,NA,NA,1,0,1,0,1,0,0,0,NA,2,NA,NA,7,9,10,9,9,9,9,10,0,4,1,2,4,7,7,1,1,7,7,"About once per week","About once a day","About once per week","Several times a day","Never","Several times a day","Never","Never",NA,NA,NA,1,1481856965,1481859742,0,0,1,NA,1,1,2,3,2,2,0,1,0,1,"Never",1,0,0,5,5,0,0,0,1,2,4,9,73047,0,1,0,"Yes, I agree to participate in this study",3,9,2,9,"regulating",6,"regulating",5,3,1,1,"To control under growth in some areas.  To control cedars. Burn off dead grass to promote new growth.",1,1,NA,NA,NA,NA,NA,NA,"70","0","30",0,1,2,4,1,1,0,NA,5,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative","No"
"1933",25429,"R4WAPH67047","Wave 12 (Fall 2016)",1,66,1,6,2,0,8,80000,1400,1,3,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,3,1,2,1,2,1,2,2,2,2,3,2,3,2,2,3,35,0,2,0,1,4,10,4,2,0,0,0,0,0,0,NA,1,1,1,1,0,NA,70,0,2,NA,24,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,5,4,5,0,1,0,5,7,0,4,3,3,3,5,4,1,1,6,4,"About once a day","About once a day","Less than once per week","Several times a day","Never","About once a day","About once per week","Less than once per week","Several times a day","watching the sky",NA,1,1481740056,1481743231,0,0,1,NA,0,0,2,2,2,2,1,0,0,1,"About once a day",1,1,0,4,3,0,0,0,1,2,5,4,73626,0,1,0,"Yes, I agree to participate in this study",3,6,2,5,"regulating",3,"managing",3,3,1,1,"ride the property of deep dead grass/weeds and or dead trees and bushes to allow native grasses and trees to grow better.",1,0,0,0,1,"problems on controling fire on my property without spreeding to neighbors properties",NA,NA,"75","0","25",0,1,1,2,1,1,0,NA,4,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate","No"
"1934",25444,"R4WAPH67148","Wave 12 (Fall 2016)",1,73,1,6,2,0,9,60000,2600,1,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,1,2,0,1,4,10,2,2,0,0,0,0,1,0,NA,1,0,1,0,0,NA,NA,1,3,0,NA,NA,NA,1,0,0,0,0,0,0,0,NA,2,NA,NA,7,7,9,7,7,7,8,9,1,3,3,2,1,6,6,2,2,6,6,"Never","Several times a day","Several times per week","Several times a day","Several times per week","Less than once per week","Several times per week","Never","Never",NA,1,0,1481160867,1481166271,0,0,1,NA,0,1,2,3,2,2,1,0,0,1,"About once a day",0,0,0,10,7,0,0,0,2,2,4,9,73005,0,1,0,"Yes, I agree to participate in this study",3,2,1,0,"regulating",3,"managing",2,2,1,1,"burn underground to prevent wild fires",1,0,0,0,0,"no tember",NA,NA,"50","20","30",1,1,2,4,1,1,0,NA,3,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","Yes"
"1935",25468,"R4WAPH67287","Wave 12 (Fall 2016)",1,66,0,2,1,4,8,25000,1750,1,3,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,2,3,2,3,2,2,2,2,3,38,0,1,0,1,3,10,4,4,0,0,1,0,1,0,NA,1,1,0,0,0,NA,82,0,1,0,37,0,2,1,1,1,1,0,0,0,0,NA,1,NA,NA,4,10,10,10,8,10,10,10,2,1,2,2,4,7,7,1,1,7,7,"Never","Never","Never","About once a day","Never","Never","Never","Never",NA,NA,NA,1,1481679457,1481681237,0,0,1,NA,0,1,2,2,2,3,0,0,0,1,"About once per week",0,0,1,7,10,0,0,0,1,2,1,10,73038,0,1,0,"Yes, I agree to participate in this study",3,8,2,10,"regulating",10,"managing",10,10,1,1,"Burn off the land to put nitrogen into it and let the new growth come back out.",1,0,0,0,1,"I can't burn in my town",NA,NA,"25","0","75",0,1,1,3,1,1,NA,NA,1,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate",NA
"1936",25484,"R4WAPH67340","Wave 12 (Fall 2016)",1,57,0,7,4,1,4,100000,1400,2,3,3,2,1,1,3,3,1,0,0,0,0,0,0,0,0,3,NA,2,2,2,2,2,2,3,2,3,2,2,2,2,2,54,0,2,0,1,2,9,4,3,0,0,1,1,1,0,NA,1,1,1,0,0,NA,199,0,2,1,54,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,6,8,9,8,8,10,10,10,1,2,3,2,4,7,7,2,2,7,5,"Less than once per week","Several times per week","Never","Several times a day","Never","Never","About once a day","Never",NA,NA,NA,1,1482118735,1482119636,0,0,1,NA,1,1,3,3,3,3,1,1,0,1,"Several times a day",0,0,1,7,8,0,0,0,2,2,1,9,73005,0,1,0,"Yes, I agree to participate in this study",2,8,2,6,"regulating",6,"managing",7,8,1,2,NA,2,NA,NA,NA,NA,NA,0,2,"35","0","65",0,1,1,2,1,1,0,NA,4,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative","Yes"
"1937",25494,"R4WAPH67376","Wave 12 (Fall 2016)",1,64,0,2,1,0,8,60000,2000,1,3,2,1,2,1,3,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,60,0,2,0,0,4,9,4,4,0,0,1,1,0,0,NA,1,1,0,0,0,NA,113,0,1,0,30,0,2,1,1,1,0,1,0,0,0,NA,2,NA,NA,4,7,9,4,4,9,10,9,2,2,3,3,5,1,2,5,1,7,1,"About once a day","Never","Never","About once a day","Never","Never","Several times per week","About once a day",NA,NA,2,0,1482108024,1482109099,0,0,1,NA,1,1,3,3,2,2,0,1,0,1,"Several times a day",1,0,1,5,6,0,0,0,2,2,5,8,73006,0,1,0,"Yes, I agree to participate in this study",3,7,3,6,"managing",4,"managing",5,4,1,1,"Fire set in a controlled burn incertain areas to prevent wildfires spreading if a fire should start.",1,0,1,0,0,NA,NA,NA,"20","0","80",0,0,1,3,1,1,1,NA,2,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate",NA
"1938",25503,"R4WAPH67389","Wave 12 (Fall 2016)",1,59,1,2,2,2,4,120000,2000,2,3,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,2,3,1,2,2,2,2,2,1,67.34,0,2,0,1,2,3,3,3,0,0,0,1,0,0,NA,0,1,0,0,0,NA,NA,NA,NA,NA,48.56,0,2,0,1,1,0,0,0,0,0,NA,1,NA,NA,4,10,6,8,8,9,5,9,0,3,3,2,3,5,4,4,1,2,4,"Less than once per week","About once a day","About once per week","About once a day","About once a day","Never",NA,"Never",NA,NA,3,0,1482197464,1482199065,0,0,1,NA,0,1,2,3,2,3,0,0,0,1,"Never",0,0,0,3,3,0,0,0,2,2,2,8,73018,0,1,0,"Yes, I agree to participate in this study",2,4,1,5,"regulating",5,"managing",4,3,1,1,"A controlled fire where there is a ample water supply and the dead grass has been plowed or a disc has been ran around the area in which the fire will be built. ",1,NA,NA,NA,NA,NA,0,1,"25","0","75",0,0,1,3,1,1,1,NA,3,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(58.5,99.1]",2,"Moderate","No"
"1939",25520,"R4WAPH67480","Wave 12 (Fall 2016)",1,67,0,4,1,0,8,25000,1200,2,3,3,1,1,3,3,3,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,76.5,0,2,0,0,1,7,2,3,0,1,0,1,0,0,NA,1,1,0,0,0,NA,110,0,2,1,34,0,2,1,0,0,0,1,0,0,0,NA,1,NA,NA,2,6,10,8,9,9,10,10,1,1,2,1,1,7,7,1,1,7,7,"About once per week","Less than once per week","Less than once per week","Several times a day","Several times a day","Several times per week","About once a day","Less than once per week",NA,NA,1,0,1480987109,1480990205,0,0,1,NA,0,0,2,3,2,3,0,1,0,1,"Never",0,0,1,9,9,0,0,0,1,1,NA,9,73048,0,1,0,"Yes, I agree to participate in this study",3,8,2,9,"managing",8,"managing",8,10,1,1,"to remove excess limbs and brush so that if a fire starts it will not have a lot of fuel to have the fire get bigger",NA,0,1,1,1,"live in small town",NA,NA,"25","25","50",0,0,1,4,1,1,1,NA,3,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",1,"Liberal","Yes"
"1940",25538,"R4WAPH67673","Wave 12 (Fall 2016)",1,56,0,7,2,1,4,45000,1500,3,3,3,3,3,2,3,2,1,1,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,2,0,1,4,10,4,3,0,0,0,0,0,0,NA,1,0,0,0,0,NA,126,0,1,1,NA,NA,NA,1,1,1,1,1,0,0,0,NA,4,"None of them. I think all parties should be disbanded and candidates should run on a platform of what is best for America.",NA,4,7,8,5,5,7,7,7,1,1,3,1,3,4,4,3,1,6,4,"Less than once per week","Never","Never","Several times a day","Less than once per week","Several times a day","About once per week","Never",NA,NA,NA,1,1481023626,1481024862,1,0,3,NA,0,0,2,2,2,3,0,0,0,1,"Less than once per week",0,0,1,8,10,0,0,0,2,2,1,7,73042,0,0,0,"Yes, I agree to participate in this study",3,7,2,7,"managing",5,"managing",7,6,1,1,"To burn off potential fuel for wildfires is a controlled way.",1,0,0,0,1,"It isn't needed now but has been used in the past.",NA,NA,"60","0","40",0,1,2,4,1,1,0,NA,1,"Women","Other",NA,0,"Non Ind",0,"Non Rep",0,"Non Dem","Master's degree","Amer India",3,"Other",0,"Non White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate","Yes"
"1941",25548,"R4WAPH67688","Wave 12 (Fall 2016)",1,72,0,7,3,0,8,NA,NA,2,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,0,0,2,0,0,3,10,2,3,0,0,0,0,0,0,NA,1,0,0,0,0,NA,125,0,2,1,NA,NA,NA,1,0,0,0,0,0,0,0,NA,2,NA,NA,4,8,8,6,8,8,6,9,0,2,3,1,4,5,3,2,1,4,5,"Several times per week","About once a day","Never","Several times per week","Never","Less than once per week","About once per week","Never",NA,NA,NA,1,1482414858,1482417392,0,0,7,"Human",0,0,2,3,2,2,0,0,0,0,"About once a day",1,0,0,5,3,0,0,0,1,1,1,8,73541,0,1,0,"Yes, I agree to participate in this study",3,4,2,4,"managing",3,"regulating",2,2,1,1,"keep plants and animals from over population",1,0,1,1,0,NA,NA,NA,"25","0","75",0,1,1,3,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","Other",3,"Other",0,"Non White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate","No"
"1942",25558,"R4WAPH67692","Wave 12 (Fall 2016)",1,43,0,2,2,0,9,28000,1200,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,0,2,0,1,2,4,4,4,0,0,1,0,1,0,NA,1,1,0,1,0,NA,160,0,2,1,60,0,2,1,1,1,0,1,0,0,0,NA,1,NA,NA,6,10,10,10,10,10,10,10,1,3,3,2,3,7,7,1,7,7,7,"Less than once per week","About once per week","Several times per week","Several times a day","Less than once per week","Several times a day","Several times a day","Several times a day",NA,NA,NA,1,1482774129,1484100451,1,0,1,NA,0,0,2,2,2,2,1,0,0,1,"Several times a day",1,1,1,8,10,0,0,1,2,2,5,10,73006,0,0,0,"Yes, I agree to participate in this study",3,7,2,8,"managing",8,"managing",7,9,1,0,NA,1,0,1,0,0,NA,NA,NA,"25","0","75",0,0,3,4,1,1,1,NA,5,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","Yes"
"1943",25571,"R4WAPH67821","Wave 12 (Fall 2016)",1,50,1,2,2,2,4,89000,2900,1,3,3,3,2,3,2,2,0,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,3,40,0,2,0,0,3,7,4,4,0,0,0,0,0,0,NA,1,0,1,1,0,NA,189,0,3,0,NA,NA,NA,0,0,1,0,0,0,0,0,NA,2,NA,NA,6,4,10,7,9,4,2,7,0,4,3,3,3,3,6,1,6,6,7,"Never","About once per week","Never","About once a day","About once per week","Several times per week","Several times a day","About once a day",NA,NA,NA,1,1482853133,1482854639,1,0,1,NA,0,1,2,3,2,3,0,0,0,1,"About once a day",0,1,0,8,2,0,0,0,2,2,1,4,73006,0,0,0,"Yes, I agree to participate in this study",1,3,1,1,"managing",1,"managing",2,2,1,1,"Clean excess fuel supply for wildfires..also clears overgrowth out of undesirables.",1,NA,NA,NA,NA,NA,1,1,"90","0","10",1,0,1,4,1,1,0,NA,4,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","No"
"1944",25582,"R4WAPH67918","Wave 12 (Fall 2016)",1,61,0,3,2,0,3,80000,1600,1,3,2,2,1,1,3,3,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,0,0,NA,0,1,4,10,3,3,0,0,0,0,0,0,NA,1,0,1,0,0,NA,130,0,2,1,NA,NA,NA,0,1,1,0,0,0,0,0,NA,2,NA,NA,4,3,10,10,9,5,10,9,2,2,3,2,4,4,2,3,4,5,5,"Never","Never","Less than once per week","Several times a day","Never","About once a day","About once per week","Less than once per week",NA,NA,2,0,1483150945,1483152069,0,0,1,NA,1,1,3,3,2,2,0,0,0,0,"About once a day",1,1,0,2,7,0,0,0,1,2,1,10,73002,0,1,0,"Yes, I agree to participate in this study",3,4,2,10,"managing",10,"regulating",7,8,1,2,NA,2,0,0,1,0,NA,NA,NA,"25","0","75",0,2,1,3,1,1,0,NA,2,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Vocational/Technical","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate",NA
"1945",25592,"R4WAPH68009","Wave 12 (Fall 2016)",1,56,0,5,3,0,1,70000,2500,2,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,2,1,3,1,1,1,1,2,1,1,3,1,1,1,1,1,60,0,2,0,0,4,10,5,5,0,0,0,1,0,0,NA,1,1,0,0,0,NA,200,0,2,0,40,0,2,1,1,0,0,0,0,0,0,NA,2,NA,NA,7,6,8,7,7,9,10,8,0,2,2,2,4,7,7,1,1,7,7,"Never","Less than once per week","Never","Several times per week","Less than once per week","Several times per week","About once per week",NA,NA,NA,NA,1,1483075266,1483076539,0,0,1,NA,0,0,1,1,1,1,0,0,0,1,"Several times a day",0,1,0,1,1,0,0,0,1,1,3,4,73624,0,1,0,"Yes, I agree to participate in this study",1,3,1,1,"managing",1,"managing",0,0,1,1,"By having a controlled fire, it allows the area to be burned safely.  That decreases the chance of a serious hotter fire that could become out of control.
",1,NA,NA,NA,NA,NA,0,1,"50","0","50",0,0,1,1,1,1,0,NA,4,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative","No"
"1946",25614,"R4WAPH68243","Wave 12 (Fall 2016)",1,48,0,7,2,0,4,75000,1200,2,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,4,10,4,4,0,0,0,0,0,0,NA,1,0,1,0,0,NA,106,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2,NA,NA,6,7,7,4,4,7,10,9,0,3,3,3,3,4,5,1,1,7,5,NA,NA,NA,"About once a day",NA,NA,NA,NA,NA,NA,1,0,1481546282,1481547963,0,0,7,NA,0,1,2,3,2,2,0,0,0,0,"About once a day",0,0,0,0,0,0,0,0,2,2,NA,0,73009,0,1,0,"Yes, I agree to participate in this study",3,2,1,2,"managing",0,"managing",0,0,1,1,"For Farmers, it is used to manage grass lands, add potash for crops and maintain good grazing for cattle. Controlled burns are used to get rid of old timber and other debris that are at high risk of ignition. This action mitigates fire danger in high fire",1,1,NA,NA,NA,NA,NA,NA,"60","0","40",0,1,2,4,1,1,0,NA,4,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","Other",3,"Other",0,"Non White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","No"
