"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Narayama bushiko",1958,98,NA,7.8,54,NA,0,0,0,1,0,0,0
"Narayama bushiko",1983,130,NA,6.8,1041,NA,0,0,0,1,0,0,0
"Narc",2002,105,7500000,7.3,7185,"R",0,0,0,1,0,0,0
"Narcissus",1983,22,NA,6.2,16,NA,0,0,0,0,0,0,1
"Narco",2004,105,NA,5.9,147,NA,0,0,1,0,0,0,0
"Narcos",1992,105,NA,6.4,5,NA,0,0,0,1,0,0,0
"Narcosys",2000,85,NA,1.3,10,NA,1,0,0,0,0,0,0
"Narcotic",1933,57,NA,2.9,37,NA,0,0,0,1,0,0,0
"Narcotics: Pit of Despair",1967,29,NA,5.5,19,NA,0,0,0,1,0,0,1
"Narcovision",1996,16,NA,8.6,7,NA,0,0,0,0,0,0,1
"Nargess",1992,100,NA,5.2,13,NA,0,0,0,0,0,0,0
"Narren",2003,93,NA,7.4,7,NA,0,0,0,1,0,0,0
"Narrow Corner, The",1933,69,240000,5.6,29,NA,0,0,0,1,0,0,0
"Narrow Margin",1990,97,NA,6.3,1372,NA,1,0,0,0,0,0,0
"Narrow Margin, The",1952,71,NA,7.9,387,NA,0,0,0,1,0,0,0
"Narrow Road, The",1912,17,NA,6.8,24,NA,0,0,0,1,0,0,1
"Narrow Trail, The",1917,68,NA,9.3,10,NA,0,0,0,0,0,0,0
"Naseeb",1981,197,NA,7.9,85,NA,1,0,0,0,0,1,0
"Naseem",1995,89,NA,8.8,5,NA,0,0,0,0,0,0,0
"Naser Salah el Dine, El",1963,90,NA,7.3,69,NA,1,0,0,1,0,1,0
"Nash chelovek v San-Remo",1990,107,NA,7,5,NA,0,0,1,0,0,0,0
"Nash dom",1965,99,NA,6.6,5,NA,0,0,0,1,0,0,0
"Nashan naren nagou",1999,93,NA,8,208,NA,0,0,0,1,0,0,0
"Nashim",1996,98,NA,4.4,14,NA,0,0,0,1,0,0,0
"Nashville",1975,159,NA,7.7,3632,NA,0,0,0,1,0,0,0
"Nashville Girl",1976,90,NA,5,14,NA,0,0,0,0,0,0,0
"Nashville Rebel",1966,95,NA,3.6,22,NA,0,0,0,0,0,0,0
"Nasreddin v Bukhare",1943,80,NA,6,5,NA,0,0,1,0,0,0,0
"Nasser 56",1996,142,NA,5.6,21,NA,0,0,0,1,1,0,0
"Nasser Asphalt",1958,90,NA,9,9,NA,0,0,0,0,0,0,0
"Nassereddin Shah, Actor-e Cinema",1992,90,NA,7.2,58,NA,0,0,0,0,0,0,0
"Nassrasur",2003,10,NA,7.3,8,NA,0,0,0,0,0,0,1
"Nastroyshchik",2004,154,NA,7.1,24,NA,0,0,0,1,0,0,0
"Nasty Burgers",1993,70,50000,6.2,17,NA,0,0,0,0,0,0,0
"Nasty Habits",1977,96,NA,5.7,71,NA,0,0,1,0,0,0,0
"Nasty Neighbours",2000,89,NA,5.9,52,NA,0,0,1,0,0,0,0
"Nasty Nurses",1983,81,NA,6.5,21,NA,0,0,0,0,0,0,0
"Nasty Quacks",1945,7,NA,7,32,NA,0,1,1,0,0,0,1
"Nasty Rabbit, The",1964,90,NA,2.2,40,NA,0,0,1,0,0,0,0
"Nastya",1993,89,NA,6,27,NA,0,0,1,0,0,1,0
"Nasu: Andalusia no natsu",2003,47,NA,7.4,13,NA,0,1,0,0,0,0,0
"Nat Turner: A Troublesome Property",2003,58,NA,7.2,6,NA,0,0,0,0,1,0,0
"Nata di marzo",1957,110,NA,6.4,11,NA,0,0,1,0,0,0,0
"Natale in India",2003,96,NA,3.1,56,NA,0,0,1,0,0,0,0
"Natale sul Nilo",2002,110,NA,3.3,105,NA,0,0,1,0,0,0,0
"Natalia",1979,102,NA,6.1,11,NA,0,0,1,1,0,0,0
"Natas: The Reflection",1983,90,NA,1,7,NA,0,0,0,0,0,0,0
"Natasa",2001,92,NA,7,47,NA,0,0,1,1,0,1,0
"Nate Dogg",2003,74,NA,8,5,NA,0,0,0,1,0,0,0
"Nate and Hayes",1983,99,NA,5.8,304,NA,0,0,0,0,0,0,0
"Natekspressen P903",1942,90,NA,5.8,5,NA,0,0,0,0,0,0,0
"Nathalie",1957,95,NA,5.6,7,NA,0,0,1,0,0,0,0
"Nathalie",1982,93,NA,2.6,10,NA,0,0,0,0,0,0,0
"Nathalie Granger",1972,83,NA,5.5,25,NA,0,0,0,1,0,0,0
"Nathalie...",2003,105,NA,6.4,534,NA,0,0,0,1,0,0,0
"Nathan Grimm",1998,30,NA,8.4,7,NA,0,0,0,0,0,0,1
"Nation Aflame",1937,74,NA,5.9,5,NA,0,0,0,1,0,0,0
"Nation Builds Under Fire, A",1967,40,NA,2.1,8,NA,0,0,0,0,1,0,1
"National Achievement Day",1995,27,NA,8.9,9,NA,0,0,0,0,0,0,1
"National Health, The",1973,95,NA,5,21,NA,0,0,1,0,0,0,0
"National Lampoon Goes to the Movies",1983,89,NA,2.9,162,NA,0,0,1,0,0,0,0
"National Lampoon Presents Dorm Daze",2003,96,NA,4.2,803,"R",0,0,1,0,0,0,0
"National Scream, The",1980,28,NA,5.6,7,NA,0,1,1,0,0,0,1
"National Security",2003,88,NA,4.6,3762,"PG-13",1,0,1,0,0,0,0
"National Treasure",2004,131,100000000,6.6,12361,"PG",1,0,0,0,0,0,0
"National Velvet",1944,123,NA,7.4,802,NA,0,0,0,1,0,0,0
"Nationale 7",2000,90,NA,7,194,NA,0,0,1,1,0,0,0
"Native",1999,10,NA,8.4,9,NA,0,0,0,0,0,0,1
"Native Land",1942,80,NA,6.9,12,NA,0,0,0,0,0,0,0
"Native Son",1951,104,NA,4.8,12,NA,0,0,0,1,0,0,0
"Native Son",1986,111,2000000,5.9,125,NA,0,0,0,1,0,0,0
"Nativity, The",1986,30,NA,4.3,8,NA,0,1,0,0,0,0,1
"Natsionalnaya bomba",2004,104,NA,7.8,8,NA,0,0,1,0,0,0,0
"Natsu jikan no otonatachi",1997,73,NA,6.7,38,NA,0,0,0,1,0,0,0
"Natsu no imoto",1972,96,NA,6.9,10,NA,0,0,0,0,0,0,0
"Natsu no niwa",1994,113,NA,6.8,9,NA,0,0,0,0,0,0,0
"Nattbuss 807",1997,106,NA,3.3,255,NA,0,0,0,1,0,0,0
"Nattens engel",1998,98,700000,4.9,209,"R",0,0,0,0,0,0,0
"Nattevagten",1994,107,NA,7.4,2404,NA,0,0,0,0,0,0,0
"Nattflykt",1999,28,NA,5.4,7,NA,0,0,0,1,0,0,1
"Nattlek",1966,105,NA,3.8,38,NA,0,0,0,1,0,0,0
"Nattliga toner",1918,61,NA,6,5,NA,0,0,0,1,0,0,0
"Nattseilere",1986,113,NA,6.8,40,NA,0,0,0,1,0,0,0
"Natura contro",1988,85,NA,3.6,25,NA,0,0,0,0,0,0,0
"Natural Born Gambler, A",1916,22,NA,6,22,NA,0,0,1,0,0,0,1
"Natural Born Killers",1994,122,50000000,6.6,25596,NA,1,0,0,0,0,1,0
"Natural City",2003,104,NA,5.7,381,NA,1,0,0,1,0,0,0
"Natural Disasters: Forces of Nature",2003,40,NA,5.8,22,NA,0,0,0,0,1,0,0
"Natural Enemies",1979,100,NA,4.6,14,NA,0,0,0,1,0,0,0
"Natural History of Parking Lots, The",1990,89,NA,6.1,32,NA,0,0,0,1,0,0,0
"Natural History of the Chicken, The",2000,60,NA,7.5,86,NA,0,0,0,0,1,0,0
"Natural Wonders of the West",1938,9,NA,6.2,5,NA,0,0,0,0,1,0,1
"Natural, The",1984,134,28000000,7.4,7353,NA,0,0,0,1,0,0,0
"Naturally Native",1998,107,700000,8.5,26,"PG-13",0,0,0,0,0,0,0
"Nature in the Wrong",1933,20,NA,7.3,13,NA,0,0,1,0,0,0,1
"Nature of Nicholas, The",2002,102,NA,5.7,50,NA,0,0,0,1,0,0,0
"Nature of the Beast",1995,91,NA,5.7,272,"R",0,0,0,0,0,0,0
"Nature of the Beast, The",1988,95,NA,4.2,8,NA,0,0,0,1,0,0,0
"Nature's Playmates",1962,62,NA,1.1,10,NA,0,0,0,1,0,0,0
"Naturellement",2001,28,NA,8.2,24,NA,0,0,0,0,0,0,1
"Naturlige briller",2001,1,NA,6.7,52,NA,0,0,0,0,0,0,1
"Natvris khe",1977,107,NA,7.3,38,NA,0,0,0,1,0,0,0
"Nau Do Gyarah",1957,170,NA,7.7,7,NA,0,0,0,0,0,0,0
"Nauchnaya sektsiya pilotov",1996,113,NA,7.1,14,NA,0,0,0,0,0,0,0
"Naufragio",1978,101,NA,8.7,6,NA,0,0,0,1,0,0,0
"Naughty Boys",1983,105,NA,6.7,7,NA,0,0,0,1,0,0,0
"Naughty But Mice",1939,8,NA,6.2,12,NA,0,1,1,0,0,0,1
"Naughty But Nice",1939,89,NA,3.9,28,NA,0,0,1,0,0,0,0
"Naughty Dallas",1964,72,NA,1.5,12,NA,0,0,0,1,0,0,0
"Naughty Flirt, The",1931,56,NA,5.3,46,NA,0,0,1,1,0,1,0
"Naughty Girls Need Love Too",1983,96,NA,6.6,5,NA,0,0,0,0,0,0,0
"Naughty Marietta",1935,105,NA,7.2,155,NA,0,0,0,1,0,0,0
"Naughty Neighbors",1939,6,NA,6.3,10,NA,0,1,1,0,0,0,1
"Naughty Neighbors",1989,80,NA,7.4,6,NA,0,0,0,0,0,0,0
"Naughty Nineties, The",1945,76,NA,6.5,176,NA,0,0,1,0,0,0,0
"Naughty Nurse",1969,9,NA,2.1,13,NA,0,0,1,0,0,0,1
"Naughty Stewardesses",1975,102,NA,2.1,24,NA,0,0,1,1,0,0,0
"Naui sarang naui shinbu",1990,108,NA,6.1,31,NA,0,0,1,0,0,1,0
"Naukar Ki Kameez",1999,104,NA,5.2,5,NA,0,0,0,0,0,0,0
"Nauru: Land of Smiles and Sunshine",2004,7,NA,7.7,6,NA,0,0,1,0,0,0,1
"Naustet",1997,29,NA,5.8,5,NA,0,0,0,1,0,0,1
"Nautilus",2000,97,NA,4.1,52,"R",0,0,0,0,0,0,0
"Navajeros",1981,95,NA,3.8,19,NA,0,0,0,1,0,0,0
"Navajo",1952,70,NA,5.1,7,NA,0,0,0,1,1,0,0
"Navajo Blues",1996,90,NA,3,30,"R",1,0,0,0,0,0,0
"Navajo Joe",1966,93,NA,5.4,103,NA,0,0,0,0,0,0,0
"Navajo Kid, The",1945,59,NA,4.6,7,NA,0,0,0,0,0,0,0
"Naval Apprentices at Sail Drill on Historic Ship 'Constellation'",1900,2,NA,2.9,6,NA,0,0,0,0,1,0,1
"Navalha na Carne",1997,105,NA,6,32,NA,0,0,0,1,0,0,0
"Navalha na Carne, A",1969,90,NA,7.3,14,NA,0,0,0,1,0,0,0
"Nave bianca, La",1942,77,NA,6.5,9,NA,0,0,0,0,0,0,0
"Nave de los locos, La",1995,104,NA,8,28,NA,0,0,0,1,0,0,0
"Nave de los monstruos, La",1960,81,NA,7.2,12,NA,0,0,1,0,0,0,0
"Navigator, The",1924,75,220000,7.8,647,NA,0,0,1,0,0,0,0
"Navigator: A Mediaeval Odyssey, The",1988,90,NA,7,685,NA,0,0,0,0,0,0,0
"Navigatori dello spazio",1993,102,NA,3,12,NA,0,0,0,0,0,0,0
"Navigators, The",2001,96,NA,6.8,591,"R",0,0,1,1,0,0,0
"Navire Night, Le",1979,95,NA,7.5,15,NA,0,0,0,1,0,0,0
"Navodneniye",1994,99,NA,8.1,21,NA,0,0,0,1,0,0,0
"Navy Blue and Gold",1937,94,NA,6.9,65,NA,0,0,0,1,0,0,0
"Navy Blues",1929,77,NA,6.2,21,NA,0,0,1,1,0,0,0
"Navy Blues",1941,108,1200000,7.1,25,NA,0,0,1,0,0,0,0
"Navy Comes Through, The",1942,82,NA,5.8,33,NA,0,0,0,1,0,0,0
"Navy Lark, The",1959,82,NA,5.6,7,NA,0,0,1,0,0,0,0
"Navy SEALS",1990,113,NA,4.8,2834,NA,1,0,0,0,0,0,0
"Navy Way, The",1944,74,NA,5.9,6,NA,0,0,0,1,0,0,0
"Navy vs. the Night Monsters, The",1966,87,178000,2.2,90,NA,0,0,0,0,0,0,0
"Naya Daur",1957,173,NA,8.6,13,NA,0,0,0,1,0,0,0
"Nayak",1966,120,NA,8.1,48,NA,0,0,0,1,0,0,0
"Nayakan",1987,145,NA,8.7,149,NA,0,0,0,1,0,0,0
"Nazareno Cruz y el lobo",1975,92,NA,6.2,27,NA,0,0,0,1,0,0,0
"Nazi",1991,2,NA,4.9,9,NA,0,0,0,0,0,0,1
"Nazi Agent",1942,83,NA,6.9,14,NA,0,0,0,1,0,0,0
"Nazi Officer's Wife, The",2003,90,NA,7.5,42,NA,0,0,0,0,1,0,0
"Nazi, The",2002,14,NA,7.7,10,NA,0,0,0,0,0,0,1
"Nazis Strike, The",1943,41,NA,7.8,68,NA,0,0,0,0,1,0,1
"Nazis: The Occult Conspiracy",1998,104,NA,6.6,23,NA,0,0,0,0,1,0,0
"Nazo no tenkousei",1998,95,NA,6,12,NA,0,0,0,0,0,0,0
"Ndeysaan",2002,90,NA,6.5,19,NA,0,0,0,1,0,0,0
"Ne cakaj na maj",1957,107,NA,6.6,30,NA,0,0,0,0,0,1,0
"Ne dis rien",2001,84,NA,4.4,16,NA,0,0,0,1,0,0,0
"Ne mozhet byt!",1975,100,NA,7.4,51,NA,0,0,1,0,0,1,0
"Ne naginji se van",1977,103,NA,6.7,5,NA,0,0,0,1,0,0,0
"Ne okreci se sine",1956,111,NA,8.1,12,NA,0,0,0,1,0,0,0
"Ne quittez pas!",2004,102,NA,6.1,11,NA,0,0,1,0,0,0,0
"Ne si otivay!",1976,95,NA,7.7,5,NA,0,0,0,0,0,0,0
"Ne valyai duraka...",1997,98,NA,7.3,7,NA,0,0,0,0,0,0,0
"Neak sre",1994,125,NA,6.1,26,NA,0,0,0,1,0,0,0
"Neanderthal Man, The",1953,78,NA,3.6,34,NA,0,0,0,0,0,0,0
"Neapolitan Mouse",1954,7,NA,5.7,39,NA,0,1,1,0,0,0,1
"Near Dark",1987,90,5000000,7,3288,NA,0,0,0,0,0,0,0
"Near Death",1989,358,NA,8.8,8,NA,0,0,0,0,1,0,0
"Near Death",2004,95,NA,2.3,55,"R",1,0,0,0,0,0,0
"Near Dublin",1924,20,NA,3.3,8,NA,0,0,1,0,0,0,1
"Near Mrs.",1990,93,NA,5.3,35,NA,0,0,1,0,0,0,0
"Near Room, The",1995,90,NA,4.9,27,NA,0,0,0,1,0,0,0
"Near the Rainbow's End",1930,58,NA,6.7,5,NA,0,0,0,0,0,0,0
"Nearest and Dearest",1972,86,NA,5.8,12,NA,0,0,1,0,0,0,0
"Nearly Unadventurous Life of Zoe Cadwaulder, The",2004,13,NA,9.3,21,NA,0,0,1,0,0,1,1
"Nearly a Nasty Accident",1961,86,NA,5.3,8,NA,0,0,1,0,0,0,0
"Nebe a dudy",1941,95,NA,8.5,6,NA,0,0,1,0,0,1,0
"Nebel",2000,12,NA,8.5,5,NA,0,0,0,0,0,0,1
"Nebesa obetovannyye",1991,125,NA,7.7,114,NA,0,0,1,1,0,0,0
"Nebeska udica",1999,95,NA,5.7,93,NA,0,0,0,1,0,0,0
"Nebo v almazakh",1999,110,NA,6.3,16,NA,0,0,0,0,0,0,0
"Nebo zovyot",1960,77,NA,3.4,23,NA,0,0,0,0,0,0,0
"Nebo. Samolyot. Devushka.",2002,91,NA,6.2,70,NA,0,0,0,1,0,1,0
"Nebraska Supersonic",2001,75,NA,4.4,11,NA,0,0,1,0,0,0,0
"Nebraskan, The",1953,68,NA,4.7,25,NA,0,0,0,0,0,0,0
"Nebyvalshchina",1983,72,NA,7.9,7,NA,0,0,1,0,0,0,0
"Necessary Roughness",1991,108,NA,5.5,1541,NA,0,0,1,0,0,0,0
"Necista krv",1996,125,NA,6.1,5,NA,0,0,0,1,0,0,0
"Neckin' Party, A",1937,11,NA,5.5,8,NA,0,0,1,0,0,0,1
"Neco z Alenky",1988,86,NA,7.5,590,NA,0,1,0,0,0,0,0
"Necro Files, The",1997,72,NA,2.9,84,NA,0,0,1,0,0,0,0
"Necromancer",1988,88,NA,3.9,41,NA,0,0,0,0,0,0,0
"Necromancy",1972,83,NA,3.5,82,NA,0,0,0,0,0,0,0
"Necromania: A Tale of Weird Love",1971,54,7000,3.3,70,NA,0,0,0,0,0,0,0
"Necronomicon",1994,96,4000000,4.8,571,NA,0,0,0,0,0,0,0
"Necrophobia",1995,60,NA,6.9,11,NA,0,0,0,0,0,0,0
"Necropolis",1986,77,NA,2.9,49,NA,0,0,0,0,0,0,0
"Ned",2003,81,NA,6.2,54,NA,1,0,1,0,0,0,0
"Ned Kelly",1970,99,NA,4.6,145,NA,1,0,0,0,0,0,0
"Ned Kelly",2003,110,NA,6.3,2208,"R",0,0,0,1,0,0,0
"Nederlands in 7 lessen",1948,79,NA,7.5,23,NA,0,0,0,0,1,0,0
"Need vanad armastuskirjad",1992,127,NA,6.5,26,NA,0,0,0,1,0,1,0
"Needful Things",1993,115,NA,5.7,3010,NA,0,0,0,1,0,0,0
"Neel Kamal",1968,160,NA,7.4,16,NA,0,0,0,1,0,1,0
"Nefertiti, regina del Nilo",1961,97,NA,5.6,18,NA,0,0,0,1,0,0,0
"Negatives",1968,98,NA,2.8,9,NA,0,0,0,1,0,0,0
"Negerkys og labre larver",1987,62,NA,5.5,10,NA,0,0,0,0,0,0,0
"Negocio redondo",2001,94,NA,6.3,19,NA,0,0,1,1,0,0,0
"Negocios son negocios",2004,94,NA,5.4,12,NA,0,0,1,0,0,1,0
"Negotiator, The",1998,139,50000000,7.2,19100,"R",1,0,0,1,0,0,0
"Negro Leagues Baseball",1946,8,NA,6.2,11,NA,0,0,0,0,1,0,1
"Negro Soldier, The",1944,43,NA,6.8,29,NA,0,0,0,1,1,0,1
"Negro con un saxo, Un",1989,95,NA,4.8,8,NA,0,0,0,0,0,0,0
"Negroes with Guns: Rob Williams and Black Power",2004,67,NA,8.6,5,NA,0,0,0,0,1,0,0
"Nei er ekkert svar",1995,75,NA,2.5,25,NA,0,0,0,0,0,0,0
"Neige",1981,90,NA,6.3,9,NA,0,0,0,1,0,0,0
"Neige et le feu, La",1991,100,NA,6.6,23,NA,0,0,0,1,0,0,0
"Neighbor, The",1993,93,NA,5.5,82,NA,0,0,0,0,0,0,0
"Neighbors",1920,18,NA,7.6,159,NA,0,0,1,0,0,1,1
"Neighbors",1981,94,8500000,4.9,1419,NA,0,0,1,0,0,0,0
"Neighbours",1952,8,NA,8.5,99,NA,0,1,0,0,1,0,1
"Neil Young: Human Highway",1982,88,NA,4.2,135,NA,0,0,1,1,0,0,0
"Neither the Sea Nor the Sand",1972,110,NA,6.1,11,NA,0,0,0,0,0,1,0
"Neitoperho",1997,97,NA,6.9,106,NA,0,0,0,1,0,0,0
"Neka druga zena",1981,95,NA,7.3,8,NA,0,0,0,1,0,0,0
"Neko no ongaeshi",2002,75,NA,7.4,690,NA,0,1,0,0,0,0,0
"Nekojiru-so",2001,34,NA,7.6,103,NA,0,1,0,0,0,0,1
"Nekrolog",2000,34,NA,3.6,5,NA,0,0,0,0,0,0,1
"Nekromantik",1987,74,NA,5.1,625,NA,0,0,0,0,0,0,0
"Nekromantik 2",1991,104,NA,5.2,299,NA,0,0,0,0,0,0,0
"Nel continente nero",1993,110,NA,4.8,22,NA,0,0,1,0,0,0,0
"Nel gorgo del peccato",1954,92,NA,6.7,7,NA,0,0,0,1,0,0,0
"Nel labirinto del sesso (Psichidion)",1969,95,NA,4.5,7,NA,0,0,0,1,0,0,0
"Nel mirino di Black Aphrodite",1978,90,NA,5.8,7,NA,0,0,0,0,0,0,0
"Nel profondo paese straniero",1997,100,NA,5.4,7,NA,0,0,0,0,0,0,0
"Nel segno di Roma",1959,98,NA,5,26,NA,0,0,0,1,0,0,0
"Nel sole",1967,107,NA,5,7,NA,0,0,1,0,0,1,0
"Nelken in Aspik",1976,90,NA,8.4,5,NA,0,0,1,0,0,0,0
"Nell",1994,113,NA,6.3,5752,NA,0,0,0,1,0,0,0
"Nell Gwyn",1934,85,NA,7.6,9,NA,0,0,0,0,0,0,0
"Nell'anno del Signore",1969,100,NA,7,40,NA,0,0,0,0,0,0,0
"Nella stretta morsa del ragno",1971,109,NA,5.1,69,NA,0,0,0,0,0,0,0
"Nelle pieghe della carne",1970,88,NA,3.7,17,NA,0,0,0,1,0,0,0
"Nelligan",1991,104,NA,5.7,23,NA,0,0,0,1,0,0,0
"Nelly & Monsieur Arnaud",1995,106,NA,7.4,1030,NA,0,0,0,1,0,0,0
"Nelly's Folly",1961,7,NA,7.7,29,NA,0,1,0,1,0,0,1
"Nelson Freire",2003,102,NA,7.7,28,NA,0,0,0,0,1,0,0
"Nem Gravata, Nem Honra",2001,70,NA,7.7,7,NA,0,0,0,0,1,0,0
"Nema problema",2004,85,NA,7,22,NA,0,0,0,1,0,0,0
"Nema-ye Nazdik",1990,100,NA,8.6,361,NA,0,0,0,1,1,0,0
"Nemesis",1993,95,NA,4.7,577,NA,1,0,0,0,0,0,0
"Nemesis 4: Death Angel",1995,65,NA,1.7,181,"R",1,0,0,0,0,0,0
"Nemesis Game",2003,92,3000000,5.5,339,"R",0,0,0,0,0,0,0
"Nemmeno il destino",2004,110,NA,7.1,17,NA,0,0,0,1,0,0,0
"Nemo",1984,97,NA,4.8,43,NA,0,0,0,0,0,0,0
"Nemo",1998,5,NA,6.2,10,NA,0,0,0,0,0,0,1
"Nemuri Kyoshiro 1: Sappocho",1963,82,NA,6.9,17,NA,0,0,0,1,0,0,0
"Nemuri Kyoshiro 3: Engetsugiri",1964,86,NA,9.5,7,NA,0,0,0,1,0,0,0
"Nemuri Kyoshiro 4: Joyoken",1964,87,NA,8.3,9,NA,0,0,0,1,0,0,0
"Nemuru otoko",1996,103,NA,7.7,44,NA,0,0,0,0,0,0,0
"Neo-Noir",2003,10,NA,6.5,31,NA,0,0,0,0,0,0,1
"Neobychainye priklyucheniya mistera Vesta v strane bolshevikov",1924,94,NA,7.4,68,NA,0,0,1,0,0,0,0
"Neoege narul bonaenda",1994,107,NA,4.6,42,NA,0,0,0,0,0,0,0
"Neokonchennaya pyesa dlya mekhanicheskogo pianino",1977,103,NA,7.5,201,NA,0,0,0,1,0,0,0
"Neon Bible, The",1995,91,NA,5.3,152,NA,0,0,0,1,0,0,0
"Neon City",1992,99,NA,4.3,150,NA,0,0,0,0,0,0,0
"Neon Maniacs",1986,91,1500000,4,142,NA,0,0,1,0,0,0,0
"Neon Signs",1996,86,NA,6.2,12,NA,0,0,0,0,0,0,0
"Neophytes and Neon Lights",2001,90,NA,6.7,14,NA,0,0,0,0,0,0,0
"Neotpravlennoye pismo",1959,80,NA,8.8,22,NA,0,0,0,1,0,1,0
"Nephew, The",1998,106,NA,6.3,551,NA,0,0,0,0,0,0,0
"Nepoddayushchiyesya",1959,80,NA,8.5,17,NA,0,0,1,0,0,0,0
"Neptune Factor, The",1973,98,NA,3.8,94,NA,0,0,0,0,0,0,0
"Neptune Nonsense",1936,7,NA,7.3,15,NA,0,1,1,0,0,0,1
"Neptune's Daughter",1949,95,NA,5.8,126,NA,0,0,1,0,0,1,0
"Neptune's Rocking Horse",1997,100,NA,6.4,5,NA,0,0,0,0,0,0,0
"Neraida kai to palikari, I",1969,102,NA,6.2,22,NA,0,0,1,0,0,1,0
"Neraka perut bumi",1987,90,NA,5.9,6,NA,1,0,0,0,0,0,0
"Nerawareta gakuen",1981,90,NA,7,6,NA,0,0,0,0,0,0,0
"Neredesin Firuze",2004,128,1500000,7.9,216,NA,0,0,1,0,0,0,0
"Neria",1993,103,NA,8.6,5,NA,0,0,0,1,0,0,0
"Nerolio",1996,90,NA,6.2,14,NA,0,0,0,1,0,0,0
"Nerone",1909,14,NA,5.1,67,NA,0,0,0,1,0,0,1
"Nertsery Rhymes",1933,20,NA,6,34,NA,0,0,1,0,0,0,1
"Nervous Energy",1995,113,NA,6.7,22,NA,0,0,0,1,0,0,0
"Nervous Ticks",1992,95,NA,4.9,186,NA,0,0,1,0,0,1,0
"Neshika Bametzach",1990,95,NA,6.5,9,NA,0,0,0,1,0,0,0
"Neskolko dney iz zhizni I.I. Oblomova",1979,143,NA,7.2,160,NA,0,0,0,1,0,0,0
"Nest of Tens",2005,27,NA,7.1,9,NA,0,0,0,0,0,0,1
"Nest, The",1988,89,NA,4.7,124,NA,0,0,0,0,0,0,0
"Nest, The",1999,26,NA,6.2,102,NA,0,0,0,1,0,0,1
"Nesting, The",1982,99,NA,4,58,NA,0,0,0,0,0,0,0
"Nesto izmedju",1983,105,NA,6.5,37,NA,0,0,0,1,0,1,0
"Nestore l'ultima corsa",1994,105,NA,5.7,12,NA,0,0,0,1,0,0,0
"Net Keeper",2003,7,NA,8.8,9,NA,0,0,0,0,0,0,1
"Net Worth",2000,94,NA,5.1,93,NA,1,0,0,1,0,0,0
"Net, The",1953,86,NA,6.1,9,NA,0,0,0,1,0,0,0
"Net, The",1995,114,22000000,5.6,12201,"PG-13",1,0,0,1,0,0,0
"Netherbeast of Berm-Tech Industries, Inc., The",2004,5,3000,4.2,19,NA,0,0,1,0,0,0,1
"Netherworld",1992,87,NA,3.4,120,NA,0,0,0,0,0,0,0
"Neto's Run",1998,16,NA,4.7,18,NA,0,0,0,1,0,0,1
"Nettezza urbana",1948,9,NA,7.3,14,NA,0,0,0,0,1,0,1
"Netto",2005,87,NA,6.8,13,NA,0,0,0,0,0,0,0
"Netto Perde Sua Alma",2001,102,1300000,6.9,29,NA,1,0,0,1,0,0,0
"Network",1976,121,3800000,8,9501,NA,0,0,0,1,0,0,0
"Netz, Das",2004,121,NA,5.5,8,NA,0,0,0,0,1,0,0
"NeuFundLand",2003,95,NA,8.1,26,NA,0,0,0,1,0,1,0
"Neue Freiheit - keine Jobs",1998,81,NA,5.4,8,NA,0,0,0,0,0,0,0
"Neue Schreibtisch, Der",1913,8,NA,8.7,11,NA,0,0,0,0,0,0,1
"Neues vom Hexer",1965,95,NA,6.3,65,NA,0,0,0,0,0,0,0
"Neuf mois",1994,110,NA,5.7,143,NA,0,0,1,0,0,0,0
"Neulich 3",2002,6,NA,7.1,5,NA,0,1,0,0,0,0,1
"Neulovimyye mstiteli",1966,78,NA,7.9,54,NA,0,0,0,0,0,0,0
"Neuner",1990,93,NA,7,5,NA,0,0,1,0,0,0,0
"Neunte Tag, Der",2004,98,NA,7.2,74,NA,0,0,0,1,0,0,0
"Neurosia - 50 Jahre pervers",1995,89,NA,9.5,41,NA,0,0,1,1,0,0,0
"Neurotic Cabaret",1990,84,NA,3.6,12,NA,0,0,1,1,0,1,0
"Neutral Port",1940,89,NA,5.5,9,NA,1,0,0,1,0,0,0
"Neutre",2001,92,NA,6.8,33,NA,0,0,0,1,0,0,0
"Nevada",1944,62,NA,5.5,22,NA,0,0,0,0,0,0,0
"Nevada",1997,108,NA,4.6,131,NA,0,0,0,1,0,0,0
"Nevada City",1941,56,NA,5.9,13,NA,0,0,0,0,0,0,0
"Nevada Smith",1966,128,NA,6.8,626,NA,0,0,0,0,0,0,0
"Nevadan, The",1950,81,NA,5.4,48,NA,0,0,0,0,0,0,0
"Never Again",2001,98,500000,5.7,309,"R",0,0,1,0,0,1,0
"Never Again! The Story of a Speeder Cop.",1916,2,NA,4.4,24,NA,0,1,1,0,0,0,1
"Never Among Friends",2002,78,7000,6.4,73,NA,0,0,1,1,0,1,0
"Never Been Kissed",1999,107,NA,5.7,10767,"PG-13",0,0,1,0,0,1,0
"Never Been Thawed",2005,87,35000,5.3,40,NA,0,0,1,0,0,0,0
"Never Cry Wolf",1983,91,NA,7.3,1225,NA,0,0,0,1,0,0,0
"Never Die Alone",2004,88,NA,5.1,845,"R",0,0,0,1,0,0,0
"Never Ever",1996,110,NA,4.8,49,"R",0,0,0,0,0,0,0
